date,cal_holiday,weather_temp,weather_rain_1h,weather_snow_1h,weather_clouds_all,weather_main,weather_description,traffic_volume,hour
17168,None,272.22,0.0,0.0,90.0,Snow,light snow,3470.0,11
17168,None,272.27,0.0,0.0,90.0,Snow,light snow,3732.0,12
17168,None,272.42,0.0,0.0,90.0,Snow,light snow,3750.0,13
17168,None,272.59,0.0,0.0,90.0,Snow,light snow,3933.0,14
17168,None,272.71,0.0,0.0,90.0,Haze,haze,3762.0,15
17168,None,272.71,0.0,0.0,90.0,Mist,mist,3563.0,16
17168,None,273.02,0.0,0.0,90.0,Mist,mist,3261.0,17
17168,None,273.02,0.0,0.0,90.0,Mist,mist,2875.0,18
17168,None,272.95,0.0,0.0,90.0,Mist,mist,2244.0,19
17168,None,272.95,0.0,0.0,90.0,Mist,mist,1785.0,20
17168,None,272.95,0.0,0.0,90.0,Mist,mist,1660.0,21
17168,None,272.95,0.0,0.0,90.0,Mist,mist,1226.0,22
17168,None,273.02,0.0,0.0,90.0,Mist,mist,827.0,23
17169,None,272.95,0.0,0.0,90.0,Mist,mist,716.0,0
17169,None,272.95,0.0,0.0,90.0,Mist,mist,485.0,1
17169,None,273.02,0.0,0.0,90.0,Mist,mist,400.0,2
17169,None,273.02,0.0,0.0,90.0,Mist,mist,483.0,3
17169,None,272.59,0.0,0.0,90.0,Mist,mist,944.0,4
17169,None,272.48,0.0,0.0,90.0,Mist,mist,2755.0,5
17169,None,272.08,0.0,0.0,90.0,Mist,mist,5107.0,6
17169,None,270.82,0.0,0.0,90.0,Clouds,overcast clouds,6065.0,7
17169,None,268.72,0.0,0.0,90.0,Clouds,overcast clouds,5338.0,8
17169,None,265.28,0.0,0.0,90.0,Snow,light snow,4555.0,9
17169,None,263.59,0.0,0.0,75.0,Snow,light snow,3979.0,10
17169,None,262.78,0.0,0.0,1.0,Snow,light snow,4008.0,11
17169,None,262.09,0.0,0.0,1.0,Snow,light snow,4317.0,12
17169,None,262.09,0.0,0.0,40.0,Clouds,scattered clouds,4377.0,13
17169,None,261.59,0.0,0.0,40.0,Haze,haze,4863.0,14
17169,None,261.21,0.0,0.0,1.0,Clear,sky is clear,5290.0,15
17169,None,261.03,0.0,0.0,1.0,Clear,sky is clear,6114.0,16
17169,None,260.42,0.0,0.0,1.0,Clear,sky is clear,5854.0,17
17169,None,259.65,0.0,0.0,5.0,Clear,sky is clear,4011.0,18
17169,None,259.09,0.0,0.0,5.0,Clear,sky is clear,2697.0,19
17169,None,258.34,0.0,0.0,5.0,Clear,sky is clear,2169.0,20
17169,None,257.84,0.0,0.0,5.0,Clear,sky is clear,2011.0,21
17169,None,257.22,0.0,0.0,1.0,Clear,sky is clear,1475.0,22
17169,None,256.9,0.0,0.0,1.0,Clear,sky is clear,915.0,23
17170,None,256.34,0.0,0.0,1.0,Clear,sky is clear,528.0,0
17170,None,255.9,0.0,0.0,1.0,Clear,sky is clear,324.0,1
17170,None,255.42,0.0,0.0,1.0,Clear,sky is clear,249.0,2
17170,None,254.84,0.0,0.0,1.0,Clear,sky is clear,308.0,3
17170,None,254.42,0.0,0.0,1.0,Clear,sky is clear,836.0,4
17170,None,253.72,0.0,0.0,1.0,Clear,sky is clear,2603.0,5
17170,None,253.22,0.0,0.0,1.0,Clear,sky is clear,5511.0,6
17170,None,252.72,0.0,0.0,1.0,Clear,sky is clear,5405.0,7
17170,None,252.08,0.0,0.0,20.0,Haze,haze,5626.0,8
17170,None,252.02,0.0,0.0,20.0,Snow,light snow,4667.0,9
17170,None,252.15,0.0,0.0,1.0,Haze,haze,4275.0,10
17170,None,253.03,0.0,0.0,1.0,Clear,sky is clear,4358.0,11
17170,None,254.28,0.0,0.0,1.0,Clear,sky is clear,4548.0,12
17170,None,255.42,0.0,0.0,1.0,Clear,sky is clear,4423.0,13
17170,None,256.15,0.0,0.0,5.0,Clear,sky is clear,4846.0,14
17170,None,256.78,0.0,0.0,5.0,Clear,sky is clear,5185.0,15
17170,None,256.84,0.0,0.0,1.0,Clear,sky is clear,6242.0,16
17170,None,256.53,0.0,0.0,1.0,Clear,sky is clear,6034.0,17
17170,None,255.72,0.0,0.0,75.0,Clouds,broken clouds,4238.0,18
17170,None,255.28,0.0,0.0,40.0,Clouds,scattered clouds,2861.0,19
17170,None,255.15,0.0,0.0,5.0,Clear,sky is clear,2370.0,20
17170,None,254.47,0.0,0.0,5.0,Clear,sky is clear,2421.0,21
17170,None,254.42,0.0,0.0,40.0,Clouds,scattered clouds,1569.0,22
17170,None,254.89,0.0,0.0,90.0,Snow,light snow,1037.0,23
17171,None,254.82,0.0,0.0,90.0,Haze,haze,543.0,0
17171,None,254.69,0.0,0.0,90.0,Snow,light snow,438.0,1
17171,None,254.49,0.0,0.0,90.0,Snow,light snow,366.0,2
17171,None,253.95,0.0,0.0,90.0,Haze,haze,386.0,3
17171,None,253.21,0.0,0.0,90.0,Haze,haze,782.0,4
17171,None,252.56,0.0,0.0,1.0,Snow,light snow,2555.0,5
17171,None,251.89,0.0,0.0,1.0,Haze,haze,5242.0,6
17171,None,251.29,0.0,0.0,1.0,Mist,mist,5807.0,7
17171,None,250.84,0.0,0.0,1.0,Mist,mist,6091.0,8
17171,None,250.8,0.0,0.0,5.0,Mist,mist,4885.0,9
17171,None,251.84,0.0,0.0,5.0,Mist,mist,4383.0,10
17171,None,252.95,0.0,0.0,1.0,Clear,sky is clear,4288.0,11
17171,None,254.55,0.0,0.0,1.0,Clear,sky is clear,4441.0,12
17171,None,255.48,0.0,0.0,40.0,Clouds,scattered clouds,4584.0,13
17171,None,255.78,0.0,0.0,75.0,Haze,haze,5088.0,14
17171,None,256.15,0.0,0.0,75.0,Haze,haze,5475.0,15
17171,None,255.84,0.0,0.0,40.0,Clouds,scattered clouds,6220.0,16
17171,None,255.28,0.0,0.0,40.0,Clouds,scattered clouds,5892.0,17
17171,None,254.59,0.0,0.0,40.0,Clouds,scattered clouds,4344.0,18
17171,None,254.03,0.0,0.0,40.0,Clouds,scattered clouds,3030.0,19
17171,None,253.46,0.0,0.0,75.0,Snow,light snow,2569.0,20
17171,None,252.91,0.0,0.0,1.0,Snow,light snow,2314.0,21
17171,None,251.96,0.0,0.0,75.0,Clouds,broken clouds,1699.0,22
17171,None,251.46,0.0,0.0,1.0,Clear,sky is clear,1106.0,23
17172,None,250.9,0.0,0.0,1.0,Clear,sky is clear,731.0,0
17172,None,250.4,0.0,0.0,1.0,Haze,haze,419.0,1
17172,None,250.03,0.0,0.0,1.0,Haze,haze,357.0,2
17172,None,249.95,0.0,0.0,1.0,Snow,light snow,389.0,3
17172,None,250.15,0.0,0.0,75.0,Snow,light snow,841.0,4
17172,None,249.46,0.0,0.0,75.0,Snow,light snow,2570.0,5
17172,None,249.35,0.0,0.0,1.0,Snow,light snow,5307.0,6
17172,None,248.84,0.0,0.0,20.0,Haze,haze,6058.0,7
17172,None,249.15,0.0,0.0,1.0,Clear,sky is clear,5416.0,8
17172,None,249.73,0.0,0.0,1.0,Clear,sky is clear,4842.0,9
17172,None,251.08,0.0,0.0,5.0,Clear,sky is clear,4484.0,10
17172,None,252.83,0.0,0.0,5.0,Clear,sky is clear,4583.0,11
17172,None,254.41,0.0,0.0,1.0,Clear,sky is clear,4988.0,12
17172,None,256.02,0.0,0.0,1.0,Clear,sky is clear,4980.0,13
17172,None,257.02,0.0,0.0,1.0,Clear,sky is clear,5174.0,14
17172,None,257.68,0.0,0.0,40.0,Clouds,scattered clouds,5553.0,15
17172,None,258.02,0.0,0.0,40.0,Clouds,scattered clouds,6350.0,16
17172,None,257.49,0.0,0.0,40.0,Clouds,scattered clouds,5790.0,17
17172,None,256.53,0.0,0.0,20.0,Clouds,few clouds,4616.0,18
17172,None,256.09,0.0,0.0,1.0,Clear,sky is clear,3368.0,19
17172,None,255.22,0.0,0.0,1.0,Clear,sky is clear,2720.0,20
17172,None,255.16,0.0,0.0,1.0,Clear,sky is clear,2542.0,21
17172,None,254.89,0.0,0.0,1.0,Clear,sky is clear,2255.0,22
17172,None,254.69,0.0,0.0,1.0,Clear,sky is clear,1488.0,23
17173,None,254.55,0.0,0.0,1.0,Clear,sky is clear,1089.0,0
17173,None,254.49,0.0,0.0,1.0,Clear,sky is clear,685.0,1
17173,None,254.35,0.0,0.0,1.0,Clear,sky is clear,663.0,2
17173,None,254.09,0.0,0.0,1.0,Clear,sky is clear,565.0,3
17173,None,254.22,0.0,0.0,1.0,Clear,sky is clear,664.0,4
17173,None,254.03,0.0,0.0,1.0,Clear,sky is clear,886.0,5
17173,None,254.34,0.0,0.0,1.0,Clear,sky is clear,1385.0,6
17173,None,254.47,0.0,0.0,1.0,Clear,sky is clear,1879.0,7
17173,None,254.53,0.0,0.0,40.0,Clouds,scattered clouds,2653.0,8
17173,None,254.95,0.0,0.0,5.0,Clear,sky is clear,3178.0,9
17173,None,255.84,0.0,0.0,5.0,Clear,sky is clear,3521.0,10
17173,None,257.02,0.0,0.0,1.0,Haze,haze,4085.0,11
17173,None,258.09,0.0,0.0,1.0,Clear,sky is clear,4444.0,12
17173,None,259.42,0.0,0.0,1.0,Clear,sky is clear,4548.0,13
17173,None,259.69,0.0,0.0,1.0,Clear,sky is clear,4800.0,14
17173,None,260.15,0.0,0.0,5.0,Clear,sky is clear,5092.0,15
17173,None,259.97,0.0,0.0,1.0,Clear,sky is clear,4885.0,16
17173,None,259.22,0.0,0.0,5.0,Clear,sky is clear,4572.0,17
17173,None,258.03,0.0,0.0,5.0,Clear,sky is clear,3780.0,18
17173,None,257.22,0.0,0.0,5.0,Clear,sky is clear,3025.0,19
17173,None,256.65,0.0,0.0,5.0,Clear,sky is clear,2751.0,20
17173,None,256.09,0.0,0.0,5.0,Clear,sky is clear,2683.0,21
17173,None,255.59,0.0,0.0,1.0,Clear,sky is clear,2404.0,22
17173,None,254.9,0.0,0.0,1.0,Clear,sky is clear,1757.0,23
17174,None,254.03,0.0,0.0,1.0,Clear,sky is clear,1089.0,0
17174,None,253.4,0.0,0.0,1.0,Clear,sky is clear,685.0,1
17174,None,253.49,0.0,0.0,1.0,Clear,sky is clear,663.0,2
17174,None,252.72,0.0,0.0,1.0,Clear,sky is clear,565.0,3
17174,None,252.29,0.0,0.0,1.0,Clear,sky is clear,664.0,4
17174,None,252.22,0.0,0.0,1.0,Clear,sky is clear,781.0,5
17174,None,251.95,0.0,0.0,1.0,Snow,light snow,1123.0,6
17174,None,252.02,0.0,0.0,1.0,Clear,sky is clear,1461.0,7
17174,None,252.22,0.0,0.0,1.0,Snow,light snow,1807.0,8
17174,None,253.22,0.0,0.0,1.0,Snow,light snow,2495.0,9
17174,None,255.22,0.0,0.0,1.0,Clear,sky is clear,3081.0,10
17174,None,257.08,0.0,0.0,1.0,Clear,sky is clear,3317.0,11
17174,None,259.57,0.0,0.0,40.0,Clouds,scattered clouds,3597.0,12
17174,None,260.88,0.0,0.0,1.0,Clear,sky is clear,3989.0,13
17174,None,262.01,0.0,0.0,75.0,Clouds,broken clouds,4316.0,14
17174,None,262.28,0.0,0.0,90.0,Snow,light snow,4281.0,15
17174,None,262.65,0.0,0.0,90.0,Snow,light snow,4103.0,16
17174,None,262.46,0.0,0.0,90.0,Snow,light snow,4198.0,17
17174,None,262.84,0.0,0.0,90.0,Snow,light snow,3331.0,18
17174,None,263.28,0.0,0.0,90.0,Snow,light snow,2893.0,19
17174,None,263.48,0.0,0.0,90.0,Snow,light snow,2388.0,20
17174,None,264.36,0.0,0.0,90.0,Snow,light snow,2026.0,21
17174,None,264.58,0.0,0.0,90.0,Snow,light snow,1527.0,22
17174,None,264.51,0.0,0.0,40.0,Snow,light snow,1223.0,23
17175,None,264.51,0.0,0.0,90.0,Snow,light snow,768.0,0
17175,None,264.65,0.0,0.0,90.0,Snow,light snow,562.0,1
17175,None,264.75,0.0,0.0,90.0,Snow,light snow,473.0,2
17175,None,265.02,0.0,0.0,90.0,Snow,light snow,602.0,3
17175,None,265.22,0.0,0.0,90.0,Snow,light snow,949.0,4
17175,None,265.42,0.0,0.0,90.0,Snow,light snow,2760.0,5
17175,None,265.29,0.0,0.0,90.0,Snow,light snow,5614.0,6
17175,None,265.02,0.0,0.0,90.0,Clouds,overcast clouds,6272.0,7
17175,None,264.53,0.0,0.0,90.0,Clouds,overcast clouds,5885.0,8
17175,None,264.82,0.0,0.0,90.0,Clouds,overcast clouds,4753.0,9
17175,None,265.35,0.0,0.0,90.0,Snow,light snow,4052.0,10
17175,None,265.95,0.0,0.0,40.0,Snow,light snow,4261.0,11
17175,None,266.55,0.0,0.0,90.0,Snow,light snow,4378.0,12
17175,None,267.08,0.0,0.0,90.0,Snow,light snow,4285.0,13
17175,None,267.22,0.0,0.0,90.0,Snow,snow,4068.0,14
17175,None,267.22,0.0,0.0,90.0,Snow,snow,4404.0,15
17175,None,267.55,0.0,0.0,90.0,Snow,light snow,4484.0,16
17175,None,267.58,0.0,0.0,90.0,Snow,light snow,4569.0,17
17175,None,267.72,0.0,0.0,90.0,Haze,haze,3512.0,18
17175,None,268.68,0.0,0.0,90.0,Clouds,overcast clouds,2508.0,19
17175,None,269.02,0.0,0.0,90.0,Clouds,overcast clouds,2022.0,20
17175,None,269.22,0.0,0.0,90.0,Clouds,overcast clouds,1884.0,21
17175,None,269.29,0.0,0.0,1.0,Clear,sky is clear,1357.0,22
17175,None,269.62,0.0,0.0,40.0,Clouds,scattered clouds,880.0,23
17176,None,269.68,0.0,0.0,40.0,Clouds,scattered clouds,519.0,0
17176,None,269.65,0.0,0.0,1.0,Clear,sky is clear,317.0,1
17176,None,269.62,0.0,0.0,1.0,Clear,sky is clear,255.0,2
17176,None,270.03,0.0,0.0,1.0,Clear,sky is clear,340.0,3
17176,None,269.68,0.0,0.0,1.0,Clear,sky is clear,817.0,4
17176,None,270.22,0.0,0.0,75.0,Clouds,broken clouds,2613.0,5
17176,None,270.59,0.0,0.0,90.0,Mist,mist,4339.0,6
17176,None,270.28,0.0,0.0,90.0,Mist,mist,3921.0,7
17176,None,270.22,0.0,0.0,90.0,Snow,heavy snow,3404.0,8
17176,None,270.34,0.0,0.0,90.0,Snow,heavy snow,4151.0,9
17176,None,270.21,0.0,0.0,90.0,Snow,snow,3237.0,10
17176,None,270.3,0.0,0.0,90.0,Snow,snow,3215.0,11
17176,None,269.69,0.0,0.0,90.0,Snow,snow,3312.0,12
17176,None,268.1,0.0,0.0,90.0,Snow,light snow,3595.0,13
17176,None,265.78,0.0,0.0,90.0,Snow,snow,3945.0,14
17176,None,264.03,0.0,0.0,75.0,Haze,haze,4454.0,15
17176,None,262.9,0.0,0.0,90.0,Haze,haze,5013.0,16
17176,None,261.84,0.0,0.0,5.0,Haze,haze,4734.0,17
17176,None,260.9,0.0,0.0,1.0,Clear,sky is clear,3675.0,18
17176,None,260.09,0.0,0.0,1.0,Clear,sky is clear,2597.0,19
17176,None,259.34,0.0,0.0,1.0,Clear,sky is clear,2219.0,20
17176,None,258.78,0.0,0.0,1.0,Clear,sky is clear,2003.0,21
17176,None,258.15,0.0,0.0,1.0,Clear,sky is clear,1347.0,22
17176,None,257.47,0.0,0.0,1.0,Clear,sky is clear,919.0,23
17177,None,256.95,0.0,0.0,75.0,Clouds,broken clouds,504.0,0
17177,None,257.42,0.0,0.0,90.0,Clouds,overcast clouds,292.0,1
17177,None,257.82,0.0,0.0,90.0,Snow,snow,264.0,2
17177,None,257.68,0.0,0.0,90.0,Snow,snow,331.0,3
17177,None,257.88,0.0,0.0,90.0,Snow,light snow,847.0,4
17177,None,258.09,0.0,0.0,90.0,Snow,light snow,2643.0,5
17177,None,258.15,0.0,0.0,90.0,Snow,light snow,4342.0,6
17177,None,258.01,0.0,0.0,90.0,Snow,snow,4101.0,7
17177,None,258.42,0.0,0.0,90.0,Snow,light snow,4082.0,8
17177,None,258.46,0.0,0.0,90.0,Snow,snow,3703.0,9
17177,None,258.59,0.0,0.0,90.0,Snow,light snow,3471.0,10
17177,None,258.68,0.0,0.0,90.0,Snow,light snow,3563.0,11
17177,None,259.28,0.0,0.0,90.0,Snow,light snow,3986.0,12
17177,None,259.62,0.0,0.0,40.0,Snow,light snow,3986.0,13
17177,None,260.48,0.0,0.0,75.0,Clouds,broken clouds,4565.0,14
17177,None,260.42,0.0,0.0,1.0,Clear,sky is clear,4452.0,15
17177,None,260.15,0.0,0.0,1.0,Clear,sky is clear,5725.0,16
17177,None,259.35,0.0,0.0,1.0,Clear,sky is clear,5563.0,17
17177,None,258.96,0.0,0.0,1.0,Clear,sky is clear,4154.0,18
17177,None,258.42,0.0,0.0,1.0,Clear,sky is clear,3011.0,19
17177,None,258.46,0.0,0.0,90.0,Clouds,overcast clouds,2569.0,20
17177,None,258.29,0.0,0.0,75.0,Clouds,broken clouds,2294.0,21
17177,None,258.47,0.0,0.0,90.0,Clouds,overcast clouds,1610.0,22
17177,None,258.59,0.0,0.0,90.0,Clouds,overcast clouds,1052.0,23
17178,None,258.59,0.0,0.0,90.0,Clouds,overcast clouds,613.0,0
17178,None,258.47,0.0,0.0,90.0,Clouds,overcast clouds,357.0,1
17178,None,258.09,0.0,0.0,90.0,Clouds,overcast clouds,279.0,2
17178,None,258.15,0.0,0.0,75.0,Clouds,broken clouds,339.0,3
17178,None,257.34,0.0,0.0,90.0,Clouds,overcast clouds,843.0,4
17178,None,257.02,0.0,0.0,90.0,Clouds,overcast clouds,2713.0,5
17178,None,257.15,0.0,0.0,90.0,Clouds,overcast clouds,5627.0,6
17178,None,257.95,0.0,0.0,90.0,Haze,haze,5839.0,7
17178,None,257.95,0.0,0.0,90.0,Clouds,overcast clouds,5541.0,8
17178,None,257.76,0.0,0.0,1.0,Haze,haze,4915.0,9
17178,None,258.33,0.0,0.0,5.0,Clear,sky is clear,4387.0,10
17178,None,259.96,0.0,0.0,5.0,Clear,sky is clear,4654.0,11
17178,None,261.52,0.0,0.0,5.0,Snow,light snow,4962.0,12
17178,None,262.36,0.0,0.0,1.0,Snow,heavy snow,4796.0,13
17178,None,262.96,0.0,0.0,5.0,Haze,haze,4938.0,14
17178,None,262.35,0.0,0.0,5.0,Snow,light snow,5287.0,15
17178,None,261.49,0.0,0.0,1.0,Haze,haze,6026.0,16
17178,None,259.72,0.0,0.0,1.0,Clear,sky is clear,5992.0,17
17178,None,257.6,0.0,0.0,20.0,Clouds,few clouds,4434.0,18
17178,None,256.59,0.0,0.0,5.0,Clear,sky is clear,3185.0,19
17178,None,255.84,0.0,0.0,1.0,Clear,sky is clear,2867.0,20
17178,None,254.34,0.0,0.0,5.0,Clear,sky is clear,3959.0,21
17178,None,253.4,0.0,0.0,90.0,Clouds,overcast clouds,2768.0,22
17178,None,252.66,0.0,0.0,1.0,Clear,sky is clear,1249.0,23
17179,None,251.73,0.0,0.0,1.0,Clear,sky is clear,635.0,0
17179,None,251.16,0.0,0.0,1.0,Clear,sky is clear,365.0,1
17179,None,250.42,0.0,0.0,1.0,Clear,sky is clear,280.0,2
17179,None,249.35,0.0,0.0,1.0,Clear,sky is clear,345.0,3
17179,None,248.66,0.0,0.0,1.0,Clear,sky is clear,758.0,4
17179,None,248.85,0.0,0.0,1.0,Clear,sky is clear,2525.0,5
17179,None,249.5,0.0,0.0,1.0,Clear,sky is clear,5554.0,6
17179,None,250.1,0.0,0.0,40.0,Clouds,scattered clouds,6414.0,7
17179,None,250.56,0.0,0.0,75.0,Clouds,broken clouds,5549.0,8
17179,None,250.54,0.0,0.0,1.0,Clear,sky is clear,4694.0,9
17179,None,252.23,0.0,0.0,75.0,Clouds,broken clouds,4272.0,10
17179,None,253.5,0.0,0.0,90.0,Clouds,overcast clouds,4909.0,11
17179,None,254.35,0.0,0.0,90.0,Clouds,overcast clouds,5215.0,12
17179,None,255.42,0.0,0.0,90.0,Clouds,overcast clouds,5135.0,13
17179,None,256.48,0.0,0.0,90.0,Clouds,overcast clouds,5270.0,14
17179,None,257.43,0.0,0.0,90.0,Snow,light snow,5762.0,15
17179,None,258.08,0.0,0.0,75.0,Snow,light snow,6272.0,16
17179,None,258.68,0.0,0.0,90.0,Clouds,overcast clouds,5686.0,17
17179,None,258.69,0.0,0.0,75.0,Clouds,broken clouds,4803.0,18
17179,None,259.08,0.0,0.0,75.0,Clouds,broken clouds,3496.0,19
17179,None,259.08,0.0,0.0,90.0,Clouds,overcast clouds,2807.0,20
17179,None,259.59,0.0,0.0,90.0,Clouds,overcast clouds,2874.0,21
17179,None,259.77,0.0,0.0,90.0,Clouds,overcast clouds,2167.0,22
17179,None,260.08,0.0,0.0,90.0,Clouds,overcast clouds,1568.0,23
17180,None,260.35,0.0,0.0,90.0,Clouds,overcast clouds,1341.0,0
17180,None,259.95,0.0,0.0,1.0,Clear,sky is clear,720.0,1
17180,None,259.22,0.0,0.0,1.0,Clear,sky is clear,770.0,2
17180,None,258.75,0.0,0.0,1.0,Clear,sky is clear,586.0,3
17180,None,258.08,0.0,0.0,1.0,Clear,sky is clear,561.0,4
17180,None,257.52,0.0,0.0,75.0,Clouds,broken clouds,728.0,5
17180,None,258.15,0.0,0.0,1.0,Clear,sky is clear,1166.0,6
17180,None,258.15,0.0,0.0,1.0,Clear,sky is clear,1540.0,7
17180,None,257.23,0.0,0.0,1.0,Clear,sky is clear,2162.0,8
17180,None,257.28,0.0,0.0,1.0,Snow,light snow,2867.0,9
17180,None,259.82,0.0,0.0,1.0,Clear,sky is clear,3530.0,10
17180,None,262.15,0.0,0.0,1.0,Clear,sky is clear,3996.0,11
17180,None,264.48,0.0,0.0,1.0,Clear,sky is clear,4467.0,12
17180,None,265.9,0.0,0.0,5.0,Clear,sky is clear,4808.0,13
17180,None,266.88,0.0,0.0,1.0,Clear,sky is clear,4772.0,14
17180,None,267.42,0.0,0.0,1.0,Clear,sky is clear,4708.0,15
17180,None,267.59,0.0,0.0,5.0,Clear,sky is clear,4727.0,16
17180,None,266.78,0.0,0.0,1.0,Clear,sky is clear,4503.0,17
17180,None,264.41,0.0,0.0,5.0,Clear,sky is clear,4327.0,18
17180,None,262.53,0.0,0.0,5.0,Clear,sky is clear,3294.0,19
17180,None,260.85,0.0,0.0,5.0,Clear,sky is clear,2945.0,20
17180,None,259.76,0.0,0.0,5.0,Clear,sky is clear,2953.0,21
17180,None,259.34,0.0,0.0,1.0,Clear,sky is clear,2651.0,22
17180,None,258.22,0.0,0.0,1.0,Clear,sky is clear,1928.0,23
17181,None,257.22,0.0,0.0,1.0,Clear,sky is clear,1341.0,0
17181,None,256.16,0.0,0.0,1.0,Mist,mist,962.0,1
17181,None,255.53,0.0,0.0,1.0,Haze,haze,740.0,2
17181,None,254.96,0.0,0.0,1.0,Haze,haze,545.0,3
17181,None,254.59,0.0,0.0,1.0,Mist,mist,510.0,4
17181,None,254.4,0.0,0.0,20.0,Mist,mist,604.0,5
17181,None,254.59,0.0,0.0,1.0,Mist,mist,922.0,6
17181,None,254.91,0.0,0.0,1.0,Mist,mist,1158.0,7
17181,None,254.89,0.0,0.0,1.0,Mist,mist,1502.0,8
17181,None,255.72,0.0,0.0,1.0,Clear,sky is clear,2258.0,9
17181,None,258.22,0.0,0.0,1.0,Clear,sky is clear,3027.0,10
17181,None,262.34,0.0,0.0,1.0,Clear,sky is clear,3617.0,11
17181,None,266.2,0.0,0.0,5.0,Clear,sky is clear,4093.0,12
17181,None,269.08,0.0,0.0,40.0,Clouds,scattered clouds,4276.0,13
17181,None,271.14,0.0,0.0,5.0,Clear,sky is clear,4529.0,14
17181,None,272.21,0.0,0.0,5.0,Clear,sky is clear,4490.0,15
17181,None,272.08,0.0,0.0,40.0,Clouds,scattered clouds,3746.0,16
17181,None,271.56,0.0,0.0,1.0,Clear,sky is clear,4025.0,17
17181,None,269.89,0.0,0.0,40.0,Clouds,scattered clouds,3187.0,18
17181,None,268.16,0.0,0.0,5.0,Clear,sky is clear,2919.0,19
17181,None,267.53,0.0,0.0,1.0,Clear,sky is clear,2523.0,20
17181,None,267.15,0.0,0.0,1.0,Clear,sky is clear,2032.0,21
17181,None,266.82,0.0,0.0,1.0,Clear,sky is clear,1638.0,22
17181,None,266.48,0.0,0.0,1.0,Mist,mist,1149.0,23
17182,Martin Luther King Jr Day,266.08,0.0,0.0,1.0,Mist,mist,698.0,0
17182,None,265.68,0.0,0.0,1.0,Mist,mist,415.0,1
17182,None,265.62,0.0,0.0,1.0,Mist,mist,369.0,2
17182,None,264.95,0.0,0.0,1.0,Mist,mist,601.0,3
17182,None,263.95,0.0,0.0,1.0,Mist,mist,860.0,4
17182,None,263.88,0.0,0.0,1.0,Mist,mist,2465.0,5
17182,None,262.88,0.0,0.0,1.0,Mist,mist,4524.0,6
17182,None,261.82,0.0,0.0,1.0,Mist,mist,4284.0,7
17182,None,261.23,0.0,0.0,1.0,Mist,mist,3716.0,8
17182,None,261.36,0.0,0.0,1.0,Mist,mist,3760.0,9
17182,None,263.68,0.0,0.0,75.0,Mist,mist,3914.0,10
17182,None,266.48,0.0,0.0,75.0,Haze,haze,4145.0,11
