date,GPD_per_capita,eu_prod_index,value
17269,48676.59106887181,103.30758329130097,811782.0406583969
17269,53030.58061560163,105.13495143045459,1034394.1299364297
17270,48688.46172186167,103.13341981026093,1425395.6045283424
17272,48675.45646158343,103.40258885258086,954056.1598008915
17273,48683.14943762846,102.16465062297246,778732.2939413878
17280,48679.450618704075,102.92379069245699,821967.1146172013
17282,48681.91313404706,103.28000768868873,837278.833137194
17284,48685.33416667065,103.0320563982251,941003.9567245377
17284,48680.232212226496,105.67668247236998,719579.2487955425
17285,48685.52588179819,105.3493966888511,674079.076479912
17287,48677.197121285615,102.89931590204489,946492.0858293056
17291,48684.021477577415,103.71588525290034,1110474.924344712
17292,48689.7236024336,102.54640135826892,744579.4810100265
17294,48684.66565223228,102.67755635218239,666326.4069913903
17295,48681.24448353214,103.69567067942293,940971.25274694
17297,48680.243435165845,105.92313019612102,671034.0783321618
17298,48684.183877458876,107.400735605667,1234277.0116363312
17301,48682.873121332785,103.54253836826837,918894.6949681864
17305,48681.21502759406,103.67665241251514,1038722.6698039798
17306,48681.81248998341,103.02138551271979,842456.4109853815
17307,48677.731200634524,105.64316060523569,686833.1856590856
17310,48684.332977724924,103.5135976785456,874551.9773686186
17311,48680.59684158159,103.66379889067035,1025474.446548436
17312,48678.66147982175,104.96841419806023,971149.9183233555
17313,48683.47517619359,103.3956586692218,815187.381802119
17313,48693.49283571133,102.81230706027902,712813.5087242336
17316,48681.918129524885,103.52299522947025,969482.3663669231
17317,48675.96134940245,102.51831509135187,752629.0474838453
17318,48678.641952159436,105.32492159603373,702209.3173058665
17322,48676.41793769625,103.7101145521571,754505.6467763362
17323,48682.332854507775,105.06123844662967,730695.1599629044
17323,48680.390666585554,105.04815533861051,856552.9822068538
17324,48682.43351189991,102.92247445128262,871390.0067247608
17324,48689.48887711558,103.77288186957816,711422.3097028189
17326,48676.45753336461,103.6139739027063,783143.4028958632
17326,48676.33693512733,105.09585437272878,848712.7935302054
17328,48677.47479528499,103.324827985657,916692.3605828247
17329,48678.62848643336,101.7923225997469,933778.2242922202
17331,48689.16182182283,103.56308295608297,929768.7675194014
17331,48676.43009615072,102.75748922895433,747290.1073248351
17333,48688.955931768054,105.7337981807351,741361.3060986099
17336,48679.87930760997,104.94178721709501,861412.9957039047
17336,48679.908378463086,105.14650461856652,693130.9300893557
17336,48679.57843845525,102.37553639307258,765284.8881185148
17336,48681.36764083735,103.28034157053845,824260.7214381112
17337,48684.657815086764,101.21352947576608,712726.2341385839
17338,48688.67586080389,105.06947083816766,972967.9629663994
17341,48690.00474219768,102.64073902886187,1104853.7488892556
17343,48682.65641161519,102.55599240568003,935288.5587597162
17346,48676.36549841756,105.7328319035159,679670.2151336488
17347,48677.48858557753,101.32103424434263,878576.4113739321
17347,48678.871466042256,101.33401554726655,844632.4975119205
17349,48688.05489886554,103.06912675998655,815176.4556207622
17353,48683.58928364183,107.34166003733557,759177.8083402708
17354,48686.998417356044,105.09970228762043,667511.4147440362
17355,48681.32934343487,105.10242761263814,854203.5308248216
17356,48683.6448899652,103.69355086030319,897492.5001272324
17356,53041.34629000417,105.05440486809556,724787.3615604109
17356,48678.29240091612,105.00495483479457,814101.1939281364
17361,48677.00334033392,105.62137108693213,706394.9659214981
17362,48694.16209393284,101.39230092138905,624114.3346341967
17363,48683.40357866758,105.01250957401888,730785.7012056042
17365,48680.62866494568,102.46441112547609,852164.7814853218
17368,48681.528444610965,105.1290850380392,990192.1864982067
17370,48679.587357368924,105.12046414100904,773666.8007238172
17372,48682.50557304084,103.14222558689531,818614.7639178672
17372,48686.26945151216,105.24039813899051,948037.2358197963
17374,48682.523734173854,103.58118270480809,962960.0808776342
17374,53043.21836097508,103.98984448921549,955052.9281266183
17375,48679.38134843853,107.62731014630502,790011.9905580963
17377,48693.13022688157,105.36918037848666,1066758.5143860446
17377,48679.48577274694,105.15123447411769,758169.4224538187
17379,48680.570070071175,105.25724847410571,1013748.2839990559
17379,48676.863737847285,105.61393020510936,673787.5892901206
17382,48678.3635396903,103.01984386875631,706002.0865945006
17383,48680.883767346364,104.94457942013891,654273.3195867387
17384,48690.86068449628,104.08111435643316,1438630.3133408972
17385,48679.533526885236,107.68009065418993,707174.7622662161
17387,48678.03942638906,103.37612378728777,856401.3122837063
17388,48677.6011081976,105.17646925099156,900408.8681289088
17388,48704.52613314635,105.83465796944252,1071521.1449931392
17388,48678.10478636712,105.23940372423601,771256.9875255232
17390,48681.35349139633,105.0359967524252,874979.5226693609
17390,48678.787730414726,105.0779531223723,840223.1122362304
17390,48676.510860247945,105.46826693186983,705853.3045504941
17391,48676.95249398856,107.32913094645808,944628.746996906
17391,48686.95985158284,104.93275054392123,654971.3032201023
17393,48678.003328545805,103.10821573071199,772435.8728642478
17394,48681.00136811685,105.12899771481605,682323.3141165291
17394,48714.77857336734,105.86693032645499,719483.6434196639
17394,48678.167130506685,105.10686661500415,893483.5749800595
17395,52295.611701235364,101.24954444947073,780920.3232158876
17395,53040.202737974556,105.09686228561756,1046499.7598929498
17397,48681.0391251756,105.08809829298623,693181.2571290735
17398,48685.28908619818,102.74522846011398,855357.5917338558
17398,48676.784238874854,103.59781145733652,831967.5115480035
17400,48677.82231555632,103.54875575886246,922169.5241898925
17400,48684.87131279857,105.06485980214349,784400.0301104671
17400,48691.036567102135,107.12583512309459,706899.599366207
17401,48694.94530560463,103.76883179135378,786426.6591084839
17402,53033.55592254954,105.19150836434174,807171.3758467595
17402,48679.45877825469,103.93514195053717,911687.7975851689
17403,48686.106380816476,102.91545396394699,731527.9332267676
17404,48705.0891280896,103.84286095758704,710944.3287197648
17406,48679.181621904616,105.55292988534494,634415.4424675762
17406,48687.25600857997,104.98096513879538,881587.6062061009
17407,48678.447582593304,105.22864781783225,839342.736598948
17407,48681.6156793244,105.20022783308947,645560.4227918292
17407,48679.45016337442,105.17338192625627,699149.0944132922
17408,48688.80115642937,105.69198840132576,704984.5014458699
17408,48679.72647246552,105.17081109434878,918717.7336445329
17412,48679.463340196715,105.08248903684196,652268.2500382141
17413,53039.46219897176,105.24500576228745,852518.9384040063
17413,48676.861154283775,102.41659328888133,681836.9426034737
17414,48678.632558103505,105.09180361094005,713336.6316786917
17414,48688.06571546641,105.12780274084156,651761.8839333231
17415,53041.14138674278,106.06286636775502,877383.9487315465
17416,48678.926138741714,105.7024549879326,787310.0086321412
17416,48680.0787193036,105.04765802581626,745707.8746499557
17418,48682.970731546484,104.91859785498016,666198.7668847787
17418,48681.26498885638,102.08855372672846,907042.3629325767
17421,48677.48128661438,105.35114319486934,692231.9433486105
17421,48682.35513233958,105.07664164817483,765589.6490831897
17422,48676.55645661359,103.8267963022485,722946.7502735832
17422,48688.04597094614,105.6369851169324,707104.9685858029
17426,48699.85818432026,103.11847804985189,903028.0330214652
17426,48676.13540780786,107.59945485822739,873773.8720001165
17427,48678.89215148108,104.89027857685738,769353.5228562893
17428,48676.97411854479,103.23092991796493,903176.78436163
17429,48680.52053135765,103.9561807375506,854669.9276619902
17429,53041.00266493662,105.13665066994085,986494.9349065837
17430,52299.59764186652,105.28543482511547,965621.0424711735
17430,48678.718847395525,105.10558595924002,699561.9594243068
17430,53041.247561400756,105.17616813933404,774210.276008946
17432,48681.57434284864,105.55492795273453,643735.2722892438
17433,48679.65897812971,103.21700927584251,885722.5655111584
17433,48689.68700639342,105.17399325472238,700480.0620852648
17436,48679.53746923312,104.92243205662993,627581.1140805953
17439,48681.53969798968,105.26394523491388,1131302.0108748223
17439,53037.341142913116,103.87268864847798,904141.4244991308
17440,48683.472236723675,105.1146179678338,731520.7110446104
17441,48676.96701338492,103.08159376444222,708956.3307564715
17443,48676.11247417887,105.15152698172234,669928.8396615739
17444,53042.055380310485,105.15768381566589,904251.952471281
17447,48680.29195226949,105.46460806459415,659345.089517581
17449,48677.05228106705,103.40382147249515,872578.6330317914
17454,48682.32252169467,105.06122765264611,798567.5283026675
17455,48680.74887485594,105.03432517057392,802304.0542409859
17458,48679.389652080805,107.75296007107882,772449.8116190985
17458,48682.662350893406,105.84709769708059,791172.1132827208
17460,48684.4179629874,105.77544738937587,653618.8501764851
17461,48681.69851077675,104.99092319637948,654487.6626441946
17462,48677.0944105873,107.17943903385657,917872.3942539499
17463,48679.44672138483,105.29495637819348,688962.5548125862
17463,48681.55130727481,105.53899417839277,619066.6653850857
17464,48687.304539372315,105.86322230991179,910216.1049988936
17464,48680.769619372346,105.19314948227814,686786.4917987528
17465,48690.79395132468,105.9282806898157,787480.3886356018
17466,48675.5693523577,105.13851317751873,922293.5258082155
17469,48681.08510374438,105.08123441026532,671778.6654402314
17471,48675.56021406447,107.6793303445355,751432.7743469424
17471,48676.55155605615,105.14654253256366,706732.583675485
17471,48676.52934720823,105.9035827086648,908248.1378834399
17472,48687.308660393865,105.60305109648931,1748692.0476898751
17472,48687.745029745594,105.62223362237494,698951.2624818108
17473,48675.96880398461,105.9752093501555,723995.1618059733
17473,48675.30616317269,105.21052651669342,726165.7629455111
17474,53042.48765469117,105.19647084634138,774388.7737659117
17474,53037.19347871938,105.32614322771931,1012774.9804368267
17475,48682.337652760136,105.12509028757133,889962.7457223143
17475,48678.02763104558,107.77701954294066,888517.2022790413
17478,53043.685777496496,105.12824406828699,754651.4646165682
17483,48677.57860035948,105.13503743949205,832211.6092820831
17484,48677.03601311837,105.2010728363009,644024.8742931082
17485,48684.81505220899,105.00658088244955,860218.9666173131
17485,48678.353832955465,105.08508839222762,633834.7987459374
17486,48678.42344003527,105.08235648589269,692537.1191187506
17486,53044.433242322135,105.6693176212767,743970.8888700394
17487,53039.76399558047,105.16058817121177,1013283.9755729389
17488,48680.26736518868,105.14101940492829,624189.3159676092
17488,48684.05208548331,104.99221957562209,870947.2512973634
17489,53042.81532460053,106.10624629428044,963735.7125523319
17490,48708.12711203083,105.02929513267763,778338.27592803
17491,48683.24913870224,104.88286158299216,651373.6970352614
17491,48687.86037872362,104.95008150522018,660898.2632134965
17491,48688.524603463135,105.07004231674505,734641.6218205333
17498,48678.04477074882,105.06482038696193,658920.1092133614
17499,53036.113371126215,105.7946144975957,815317.2853697868
17501,48688.224431712064,105.06037047114091,897813.0381559902
17504,48680.986457871855,104.97085297346133,824543.1581573217
17504,48680.23959836511,107.73311935935902,940730.5098639997
17505,48676.08230714844,105.28957016747898,654877.2634317016
17505,48679.18244899076,103.58874869689622,973839.6187126592
17506,48675.4466388548,107.69865670525199,694701.435229179
17507,53040.70187692204,105.05760065600326,994699.7209899259
17511,48676.272201948,105.30281188160698,925948.8213254884
17516,48675.43127796314,102.95885177883474,750992.3102585538
17519,48682.32056799184,105.09320350438114,714558.711929536
17521,48676.995371344536,107.73851974713816,919554.6568161678
17522,53043.12359968408,105.8916060604187,883061.9410802956
17522,48677.73366532241,107.25151948575464,679641.2304000208
17529,48676.64827398223,107.28758224951513,711682.3991855569
17534,48695.175547510575,103.91371776135965,860198.6192911223
17535,48676.78231741254,105.0081706107912,670985.1538836858
17544,53044.486795497185,105.6617149946529,907714.0179834702
17546,48677.39365294715,107.83125881009903,690475.5746938676
17553,48693.23654203283,105.84120315668287,729482.979197274
17555,53042.13177324432,105.1275913803068,816523.3147239093
17556,48677.56700386249,105.27424449769453,639260.1572481876
17563,48680.43196649805,107.5206380785326,784055.9979512808
17565,48690.87984940784,105.85522319506505,865316.1543116601
17574,48688.11133668786,105.81173159961851,767604.1602594847
17575,53041.56435362453,105.89819309803475,898263.1235772935
17575,48682.65952669682,107.52478534400595,684032.6548069264
17578,48699.30488242314,104.98752409927219,840740.7000533544
17580,52303.40292987431,104.22807236242527,1053399.095052651
17593,48676.94261578465,107.22053374298484,692637.2680070945
17599,52301.41793120782,105.09282841085508,923140.5669352829
17600,53043.94516091394,105.33529871782285,734817.274987701
17603,53040.58247858217,105.0997834762456,1018312.9228060985
17605,53041.81130191747,105.68726091225012,762512.3800386714
17605,52294.96648022412,105.137745503486,945846.2508152714
17606,48693.609392897946,105.65953482609801,1041206.7400368704
17619,53042.87783637492,105.16898794546324,1405499.0266156164
17621,48694.102495459905,105.23288793663583,700800.4749294305
17630,53043.998271798504,105.07487038559948,1104341.6466678684
17634,48676.086170966366,107.3463210666298,711294.717478587
17644,48682.20839353325,105.74599135185615,841849.9170234856
17656,53040.54135817607,106.0399950125094,887164.6695445876
17660,48685.10887089113,105.67573490204798,733625.9052710433
17663,53037.340107576485,105.12371411699978,972484.9213573707
17665,53038.819904851814,105.22033727639882,726113.5531409099
17667,48677.97525516722,106.99054172371184,708306.0424884645
17671,52307.13564107159,105.23433964950911,1030806.1202549394
17672,53044.44455010473,105.0414984842866,1071450.0857796026
17676,48695.663373435855,103.87884330509523,830791.7452160694
17676,48683.55972332735,105.09664885251328,831215.3507670995
17676,48700.26591473364,105.28287629779085,760355.8112676691
17682,48693.90092419249,103.948794621863,840368.5029394277
17683,53044.02689985391,105.26446571997025,983236.4066277517
17697,53044.34599137855,106.07266649204077,935758.1746784352
17699,52301.45324128156,104.92781739215654,1268217.2442057196
17701,48687.5349979561,103.68241367730116,747848.4839381279
17702,52300.69775812098,104.85003415971453,1174614.2269325908
17704,53043.83736784967,105.19951640412606,906962.3531075554
17706,53044.074109097994,105.06758920477289,788928.8818408028
17708,48699.27370386923,103.386984487339,926324.0650286974
17710,53044.1207840463,105.28882367884663,736300.1383502664
17714,52305.66470940509,105.4842568441705,894756.7503215437
17718,52306.10495403152,105.04308270655388,1347932.1280914159
17718,53042.89494963584,106.05488895310309,1074151.7359379984
17723,53008.76839681861,104.01645519543423,1027272.010313062
17724,52300.242749748235,105.16740640545935,973656.7607315035
17730,48685.75771762809,105.12463616110016,879423.8374028838
17732,53032.47576216418,105.24890637446651,802413.0890935626
17735,52303.47309021965,105.1640574694689,910911.8058013056
17738,53035.33693073122,103.32430222571467,872108.1673873242
17745,52302.83995085137,104.98229717246686,1298107.9842787217
17746,48686.55435224874,105.64449228792618,690333.227016087
17749,53041.332598120665,105.21943013506016,862716.300515244
17749,48698.154332112776,103.97810495202435,1010571.5923470141
17755,53043.066410914485,105.09074941066554,1058519.5266494663
17755,53043.45339707719,105.20804966367128,959817.9267951818
17756,52308.301769436526,105.3698480360051,1161875.766826336
17757,48686.56846728788,105.04974127503301,784779.26652792
17761,48692.38056551245,105.0984690775954,733110.6620063932
17761,48688.51260386972,105.04299904538964,632210.2462294427
17764,52300.22633344567,105.11744196586007,937303.2621694
17766,53042.763231870886,105.08103220228064,969661.597849299
17769,53042.32800611571,104.07069334463782,1226181.2962069926
17776,53042.14047688925,105.2642807106764,710866.898904288
17783,48678.70841227734,107.70974191865164,1519047.3857751528
17787,53041.85870210024,105.21272255732457,753824.1682040084
17791,53044.47098776916,105.31230824965924,944021.8976469028
17797,53037.94164058208,105.09733827535958,1257657.9447924155
17807,52304.81055270277,105.21541938581011,890939.3274610771
17814,52298.02489543567,105.19799265907349,858369.4630340254
17815,52302.34435697187,105.27317338961612,1272272.69702978
17815,53041.1897111353,105.23914537201259,1085019.5874996232
17818,53041.37205203939,104.18520959313895,953655.2816720613
17819,52297.52496848996,105.01688745376478,864270.5966621557
17819,53041.25648009419,106.14074563560456,935303.7315047521
17820,52305.0763283619,104.85617490786953,929353.7743959482
17822,52306.2081973693,105.04416336195749,1127760.577625841
17825,48690.97323017102,107.58530128337819,696340.2815869149
17827,52297.46063397446,104.90357589194788,978022.5697357324
17839,52311.253427921096,104.99991640273205,957400.813889405
17842,52299.51271823012,105.24179683771736,800084.175263758
17844,53041.336098755644,105.25819875285153,921373.078643796
17855,53037.31666521076,105.0932361304691,816772.6600536618
17869,52301.45657461954,105.17004571429729,969536.3612655587
17871,52298.14079835585,105.91520046918446,790901.1754057402
17872,48685.35317812458,105.0609457728039,732680.4312656834
17874,53043.30815065498,105.29880558916054,730040.962758106
17876,52302.49580487463,105.03896064110181,1095331.7133319878
17882,52300.62816956921,105.15853373408758,762438.4494460868
17882,52308.44361976605,105.80540495221173,1059316.5864598837
17891,52304.97394544597,105.08315149031257,821925.098603064
17896,53042.21491665058,105.2929038150228,724775.7744458817
17903,52301.70840416073,105.47915310798797,1108447.1181580946
17903,52301.3565844958,105.01711621557237,845140.2535203287
17904,52297.993564699165,103.60887455722222,864362.5813588554
17905,52300.94697361865,105.15479897421902,960461.2443404207
17906,52302.04550924631,105.09030098246191,983189.0613039603
17907,52309.79713344151,105.11613849624808,1312444.7539895752
17908,52294.21049651654,105.0821350378141,1089782.6488894888
17908,52301.735243859395,105.06447170700969,928714.1256495608
17910,52300.06767985138,105.18908349827149,896783.8102944919
17911,52301.85392198147,105.12935295011344,812823.172837921
17914,52313.354614494056,104.94116151926815,980072.2509823438
17917,52305.64471392974,105.96137966997675,743905.6982368267
17918,52301.47507050252,105.12504710124824,989216.4628977417
17925,52296.634913076094,104.10822934089721,911194.0574448719
17926,52305.799123686746,105.31912135182993,922098.3294174602
17927,52305.9761711881,105.13761360183796,1259091.835366365
17927,52315.268990281555,105.07322005927311,970772.4985655786
17931,52305.49326693749,104.8541975207245,958805.3422987547
17932,52303.37955371502,105.10153996072506,939424.2879353727
17932,52295.03498437121,105.02001441574264,1130095.4521534576
17933,52299.85792812531,105.0892435980142,1104497.6857604056
17937,52304.275345729795,105.1450347434394,1131209.177187713
17941,52301.883887424265,105.25905944058333,1074810.322548618
17942,52305.747060425696,105.48152477161446,925112.5387089376
17945,52300.819914350424,105.88267092394517,800222.4844048903
17945,52304.16720663723,105.17897553164381,1084779.5058794848
17946,52306.20114646264,104.08917124478396,937516.4213967756
17949,52305.11214649426,105.07111044323221,968431.5452144184
17950,52305.50329790839,105.26225749325371,1003161.6120175297
17953,52303.87582409551,104.98460122565538,1119729.6938661274
17955,52300.70506851994,104.09832774482784,813485.8845556345
17955,52301.843035141224,105.17468943387257,1307708.8558466467
17956,52307.82331115405,105.17219780372851,1000154.3812706283
17957,52303.10613077219,103.81596225007671,1063746.0424923224
17957,53044.004886757095,105.76659265229392,725857.2840649263
17962,52301.388134207395,104.31859306730574,1310428.116245164
17962,52306.34291848922,105.03379142418933,882414.1097601142
17963,52308.01458702812,104.89951201427439,1194341.3974094875
17966,52302.01533529917,105.05010898730276,854053.5666829124
17966,52300.58863295767,105.02888996871324,987590.7704896625
17967,52306.30386808431,105.01010142485796,1138522.0019107
17970,52306.56027925803,105.04634414141263,1162886.3893661753
17970,52302.798174411524,104.97233344258724,1161656.5524202695
17971,52304.51114228863,104.3347517958125,982144.393796386
17971,52304.94449352479,103.51663496525545,791936.6740293797
17974,52302.79230078048,105.28441548452514,781361.6439501803
17974,52303.29202104284,105.12561346852638,1063702.385465303
17975,48696.27994814331,105.69196616262846,707976.2777928064
17975,52299.27923342903,105.40294700224943,936235.3518537127
17975,52304.12780751108,104.48758701206825,1142498.1587950967
17978,52305.84659712078,103.89411772199475,1014120.576304585
17979,52303.79616815286,103.97309811215325,1264158.2493899881
17982,52307.84205833484,104.15667455255878,822912.4157207389
17983,52302.171652552235,104.16878852399122,1026806.5784474913
17985,52305.67475312298,104.00330320660639,1099777.1522029692
17987,52297.11698740658,105.3616357779995,1085042.9454987515
17987,52299.10484048841,105.17979411462606,917030.519996227
17988,52302.28403821358,104.14348362800217,875160.5457844314
17988,52301.917172547546,105.12526962456967,827010.8259090191
17991,52298.95189800105,105.13297237850122,936914.6041703437
17995,52304.39753746871,105.10302851754703,740936.6611381205
17998,52305.45914961784,103.79865230045503,1009858.6374557905
17998,52306.5017168529,105.04256442912167,900905.2154670204
17999,52299.99685666255,104.95728253630355,1022372.04974849
18000,52298.62253898835,106.16522760812613,1022354.7556151702
18000,52304.76829187729,102.65326145541881,934553.0131334784
18002,52300.92321049716,105.33627750046146,654847.7848051853
18002,52304.6012034174,103.97235984823898,1126280.4160028019
18003,52302.90882284019,105.13848626008715,962015.7338708646
18004,52300.17236542006,105.12854725559819,771164.8120774182
18004,52307.29751601243,102.05596526823415,1132562.9599097308
18004,52304.072927165165,105.10195884832015,909327.7770666294
18005,52305.055386877764,104.16378802482639,924322.0244435761
18005,52300.83252112388,105.20674443834878,999111.83232609
18006,52307.94023565445,104.09147695470784,1011052.6484490468
18009,52307.05029723975,105.16140393638904,919408.3219897404
18011,52304.843153130576,105.20512128657728,852116.6351608236
18012,52305.69231028118,103.97703740224601,941152.7806863553
18013,52306.042915340026,103.99496724180342,833442.8464901827
18013,52304.52735646035,103.10511920433953,706933.9136237486
18017,52300.003811056275,104.14980987185447,748094.8170149097
18018,52302.06893184106,105.20992672598543,876162.9479649328
18018,52302.54994134261,104.01988365611204,1066575.5354154143
18019,52301.45605199294,105.20883576227557,1269267.8171750328
18021,52304.64040496519,104.17589929597372,965173.5351187942
18021,52309.439017673845,104.10926596446897,913887.10016665
18023,52304.96706844468,104.29345624023908,923397.3587936598
18024,52299.572040446925,104.12890024395912,869530.8416876743
18025,52304.43231216886,105.10254140657364,953142.6219294682
18025,52299.194561545686,105.09401388425404,1140525.8677437026
18025,52305.807705142746,104.0711691031071,1028238.9746677581
18026,52295.38505269072,103.38008339998785,735705.9480828351
18028,52304.53221033217,103.76701917723227,1002519.3639304782
18028,52305.51279623719,104.93704758826182,1142722.3892047612
18030,52298.61873401173,105.07156389443011,1264333.274834276
18032,52306.668493922036,103.93765142477007,958000.8863116824
18032,52302.42404933449,103.78454349560168,1008681.2854897493
18034,52297.695361607104,104.10984508032203,932535.082766095
18034,52303.110651401264,105.07838021713488,977300.907750217
18037,52308.88075412684,104.05568789420552,960349.473584366
18037,52306.551058631514,105.36389840057545,859319.9948693786
18037,52302.6803466958,104.21265710183093,921042.7576598446
18038,52300.55112675958,105.11809619138556,1001424.4976086337
18039,52304.46962169909,105.02057141230549,1027146.1260144813
18045,52298.68652614836,104.46022107355061,1037480.3394356732
18046,52303.45122184722,105.10052953893636,1312326.9428792177
18048,52306.462936866286,103.92558831797297,1228241.9936633885
18048,52298.22294451411,105.1449753765298,975074.0096439203
18050,52306.02644258651,103.93037611409088,870003.804784258
18050,52303.94817054969,104.09210007726628,836195.9305742658
18051,52299.70480581433,104.10952180854163,824284.5102200103
18052,52305.74928750701,104.93355823308985,1268068.1933670198
18052,52304.50581040467,103.95809144986708,1133423.9271419437
18053,52309.08752305717,103.92892904321057,1239408.2214631678
18053,52293.499413285754,105.35169062332933,787879.0609618197
18053,52305.11437903857,105.09866253819399,979502.1264561354
18054,52303.75302687455,103.94376785365564,843719.3213992525
18055,52303.274410165184,105.10418596710512,848201.9206634781
18057,52290.64183601203,103.21085073988387,751194.7567114235
18059,52301.9326801718,104.18940269117026,755797.919132903
18059,52301.31151204845,102.67006739213443,809516.3405442564
18062,52297.45289199882,103.80943026760052,1033369.182011745
18063,52302.22301108682,105.09538910944299,904677.6495481234
18063,52305.75609804185,105.11513133654874,999091.3143022655
18064,52302.01557749199,103.61590117894639,801799.3727148932
18064,52299.46317158916,103.72707617073281,1219982.4175837121
18064,52303.08226931677,103.37637511139762,851792.1026418959
18064,52308.04191293342,104.25886663625727,724603.1350744523
18065,52301.04206616661,104.00696183879323,879836.8007830923
18065,52302.46113852389,104.05677175469707,925460.4395521691
18065,53041.53762830502,105.08615660182535,971385.9343676921
18066,52299.03697551184,105.00738494592014,786444.7656025187
18066,52298.31680105925,104.93659135286028,943707.7808809906
18068,52301.27905001654,105.01189690377178,919300.1391968932
18068,52299.587021802574,103.79881259635276,1114217.8602234684
18069,52304.78916234248,103.72620185018053,898355.3601106777
18070,52305.04071509188,104.99842184636675,776207.7199408402
18070,52301.22630388101,104.2718114218836,1005957.2682131644
18071,52310.9261161661,103.865861096694,1074780.016654305
18071,52291.84003751186,102.21165222034459,745220.1893172559
18072,52303.687434504245,104.20214358938635,894625.0231895791
18073,52297.32757542627,105.08599416224209,710137.7854926928
18073,52300.90576715137,103.86004530203269,897497.1669405828
18073,52307.43036696678,104.07844606969643,947658.6722690341
18073,52302.797895798736,105.15817807414717,698655.7321492564
18074,53029.88787009037,105.21135255251745,1109961.4312819084
18075,52301.22743290015,103.87557786618925,776073.8071788597
18076,52304.607404828195,105.24691314956601,1057600.5194163455
18078,52302.161248276614,103.93016597234379,871454.8143101956
18079,52300.27402175754,105.20515115443362,783126.3071001963
18079,52303.38783652725,105.07734105467675,873484.5696172297
18082,52301.3382397557,103.69395502187578,696671.7305218836
18084,52305.35185455814,105.00194409254158,964398.2777030547
18085,52289.037512896044,105.07484868335534,963941.2251606857
18087,52301.86600521782,105.06888625928877,1216410.06198435
18088,52305.11033277964,103.71570025075852,979026.1947416696
18089,52305.51903042597,103.8406463316116,677870.3080453601
18091,52306.149914487454,104.07886019018692,729459.269110572
18093,52294.646302686466,103.1864596223205,961325.5311646896
18093,52297.08406375153,103.86766222657603,1038051.0451996678
